id,tanggal,tipe_mesin,kode_error,gejala (pisahkan dengan ';'),jenis_kerusakan (label),komponen_utama,tindakan_perbaikan,konfirmasi_teknisi (Y/N),catatan
84,2026-02-02,Canon iRA 4051,E413-0002,The sensing level of the release motor HP sensor (SR11) does not change within a specified period when the release motor (M2) is driven.,Motor,Motor,1. Replace the Release Motor HP Sensor (SR11).; 2. Replace the Release Motor (M2).; 3. Replace the ADF Driver PCB.,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:04; Title:Release Motor (M2) error
85,2026-02-02,Canon iRA 4051,E490-0001,Not proper DADF is installed.,System Error,System,1. Installed DADF is a different model.; 2. Replace the Reader Controller PCB (UN4).; 3. Replace the DC Controller PCB (UN2).; 4. Replace the Main Controller PCB 2 (UN14).,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:04; Title:Different DADF model error
86,2026-02-02,Canon iRA 4051,E500-0000,The communication with the host machine is interrupted.,Network/Communication,Network,1. Check the cable.; 2. Replace the Finisher Controller PCB.; 3. Replace the DC Controller PCB.,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:02; Title:Communication error (Staple/Booklet Finisher)
87,2026-02-02,Canon iRA 4051,E500-0001,The communication with the host machine is interrupted.,Network/Communication,Network,1. Check the cable.; 2. Replace the Finisher Controller PCB.; 3. Replace the DC Controller PCB. 7 7 7-9 7-9Error Code > Error Code > Error Code Details > E000 to E5F6 Error Code > Error Code > Error Code Details > E000 to E5F6E CodeDetail CodeLocation Item Description,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:02; Title:Communication error (Inner Finisher)
88,2026-02-02,Canon iRA 4051,E503-0002,Communication between the Saddle Controller and the Finisher Controller is suspended.,Network/Communication,Network,1. The wiring between the finisher controller PCB and saddle controller PCB is faulty.; 2. The finisher controller PCB is faulty.; 3. The saddle stitcher controller PCB is faulty.,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:02; Title:Communication error
89,2026-02-02,Canon iRA 4051,E503-0003,Communication between the Punch Controller and the Finisher Controller is suspended.,Network/Communication,Network,1. The wiring between the finisher controller PCB and punch Controller PCB is faulty.; 2. The punch controller PCB is faulty.; 3. The finisher controller PCB is faulty.; 4. The host machine DC Controller PCB is faulty.,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:02; Title:Communication error
90,2026-02-02,Canon iRA 4051,E505-0001,The checksum data for the EEPROM on the finisher controller PCB has an error.,System Error,System,Replace the Finisher Controller PCB.,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:02; Title:EEPROM error
91,2026-02-02,Canon iRA 4051,E505-0002,The checksum data for the EEPROM on the punch controller PCB has an error.,System Error,System,Replace the Punch Controller PCB.,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:02; Title:EEPROM error
92,2026-02-02,Canon iRA 4051,E514-8001,The stapler does not leave the rear end assist home position when the Rear End Assist Motor has been driven for 3 seconds.,System Error,System,1. The Rear End Assist Home Position Sensor (PI109) is faulty.; 2. The wiring between the Finisher Controller PCB and Rear End Assist Motor is faulty.; 3. The end assist mechanism is faulty.; 4. The Rear End Assist Motor (M109) is faulty.; 5. The Finisher Controller PCB is faulty.,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:02; Title:Rear end assist home position error
93,2026-02-02,Canon iRA 4051,E514-8002,The stapler does not return to the rear end assist home position when the Rear End Assist Motor has been driven for 3 seconds.,System Error,System,1. The Rear End Assist Home Position Sensor (PI109) is faulty.; 2. The wiring between the Finisher Controller PCB and Rear End Assist Motor is faulty.; 3. The end assist mechanism is faulty.; 4. The Rear End Assist Motor (M109) is faulty.; 5. The Finisher Controller PCB is faulty.E CodeDetail CodeLocation Item Description,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:02; Title:Rear end assist home position error
94,2026-02-02,Canon iRA 4051,E520-0001,"At initial rotation, when the Motor rotates for specified period of time and cannot move from HP, it is detected as an error if the same symptom occurs again after the first retry.",Motor,Motor,1. Check if the Motor (M4) Connector is physically removed.; 2. Check if the Motor failure occurs.; 3. Check if the Shift Roller HP Sensor (S2) Connector is physically removed.; 4. Check if the Shift Roller HP Sensor (S2) failure occurs.,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:02; Title:Shift Motor fails to move from HP
95,2026-02-02,Canon iRA 4051,E520-0002,"At initial rotation, when the Motor rotates for specified period of time and cannot return to HP, it is detected as an error if the same symptom occurs again after the first retry.",Motor,Motor,1. Check if the Motor (M4) Connector is physically removed.; 2. Check if the Motor failure occurs.; 3. Check if the Shift Roller HP Sensor (S2) Connector is physically removed.; 4. Check if the Shift Roller HP Sensor (S2) failure occurs.,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:02; Title:Shift Motor fails to return to HP
96,2026-02-02,Canon iRA 4051,E530-8001,The aligning plate does not leave the aligning plate front home position sensor when the alignment plate front motor has been driven for 4 seconds.,System Error,System,1. The front aligning plate home position sensor (PI106) is faulty.; 2. The wiring between the finisher controller PCB and front aligning plate motor is faulty.; 3. The front aligning plate is faulty.; 4. The front aligning plate motor (M103) is faulty.; 5. The finisher controller PCB is faulty.,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:02; Title:Front aligning plate home position error
97,2026-02-02,Canon iRA 4051,E530-8002,The aligning plate does not return to aligning plate front home position sensor when the alignment plate front motor has been driven for 4 seconds.,System Error,System,1. The front aligning plate home position sensor (PI106) is faulty.; 2. The wiring between the finisher controller PCB and front aligning plate motor is faulty.; 3. The front aligning plate is faulty.; 4. The front aligning plate motor (M103) is faulty.; 5. The finisher controller PCB is faulty. 7 7 7-10 7-10Error Code > Error Code > Error Code Details > E000 to E5F6 Error Code > Error Code > Error Code Details > E000 to E5F6E CodeDetail CodeLocation Item Description,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:02; Title:Front aligning plate home position error
98,2026-02-02,Canon iRA 4051,E531-8001,Stapler fails to move from the staple home position although the Staple Motor is driven for a specified period of time.,System Error,System,1. The wiring between the finisher controller PCB and stapler is faulty.; 2. The stapler is faulty.; 3. The finisher controller PCB is faulty.,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:02; Title:Staple home position error
99,2026-02-02,Canon iRA 4051,E531-8002,Stapler fails to move from the staple home position although the Staple Motor is driven for a specified period of time.,System Error,System,1. The wiring between the finisher controller PCB and stapler is faulty.; 2. The stapler is faulty.; 3. The finisher controller PCB is faulty.,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:02; Title:Staple home position error
100,2026-02-02,Canon iRA 4051,E532-0001,"At initial rotation, when the Motor rotates for specified period of time and cannot move from HP, it is detected as an error if the same symptom occurs again after the first retry.",Motor,Motor,1. Check if the Motor (M1) Connector is physically removed.; 2. Check if the Motor failure occurs.; 3. Check if the Stapler Move HP Sensor (S10) Connector is physically removed.; 4. Check if the Stapler Move HP Sensor (S10) failure occurs.,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:02; Title:STP Move Motor fails to move from HP (Inner Finisher)
101,2026-02-02,Canon iRA 4051,E532-0002,"At initial rotation, when the Motor rotates for specified period of time and cannot return to HP, it is detected as an error if the same symptom occurs again after the first retry.",Motor,Motor,1. Check if the Motor (M1) Connector is physically removed.; 2. Check if the Motor failure occurs.; 3. Check if the Stapler Move HP Sensor (S10) Connector is physically removed.; 4. Check if the Stapler Move HP Sensor (S10) failure occurs.,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:02; Title:STP Move Motor fails to return to HP (Inner Finisher)
102,2026-02-02,Canon iRA 4051,E532-8001,The stapler does not leave the stapler shift home position when the stapler shift motor has been driven for 5 seconds.,System Error,System,1. The stapler drive home position sensor (PI110) is faulty.; 2. The wiring between the finisher controller PCB and stapler shift motor is faulty.; 3. The stapler shift base is faulty.; 4. The stapler shift motor (M105) is faulty.; 5. The finisher controller PCB is faulty.E CodeDetail CodeLocation Item Description,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:02; Title:Stapler shift home position error (Staple/Booklet Finisher)
103,2026-02-02,Canon iRA 4051,E532-8002,The stapler does not return to the stapler shift home position when the stapler shift motor has been driven for 20 seconds.,System Error,System,1. The stapler drive home position sensor (PI110) is faulty.; 2. The wiring between the finisher controller PCB and stapler shift motor is faulty.; 3. The stapler shift base is faulty.; 4. The stapler shift motor (M105) is faulty.; 5. The finisher controller PCB is faulty.,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:02; Title:Stapler shift home position error (Staple/Booklet Finisher)
104,2026-02-02,Canon iRA 4051,E535-8001,The stapler does not leave the swing home position when the swing motor has been driven for 3 seconds.,System Error,System,1. The swing home position sensor (PI105) is faulty.; 2. The wiring between the finisher controller PCB and swing motor is faulty.; 3. The swing mechanism is faulty.; 4. The swing motor (M106) is faulty.; 5. The finisher controller PCB is faulty.,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:02; Title:Swing home position error
105,2026-02-02,Canon iRA 4051,E535-8002,The stapler does not return to the swing home position when the swing motor has bee driven for 3 seconds.,System Error,System,1. The swing home position sensor (PI105) is faulty.; 2. The wiring between the finisher controller PCB and swing motor is faulty.; 3. The swing mechanism is faulty.; 4. The swing motor (M106) is faulty.; 5. The finisher controller PCB is faulty.,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:02; Title:Swing home position error
106,2026-02-02,Canon iRA 4051,E537-8001,The aligning plate does not leave the aligning plate rear home position sensor when the alignment plate rear motor has been driven for 4 seconds.,System Error,System,1. The aligning plate rear home position sensor (PI107) is faulty.; 2. The wiring between the finisher controller PCB and aligning plate rear motor is faulty.; 3. The rear aligning plate is faulty.; 4. The rear aligning plate motor (M104) is faulty.; 5. The finisher controller PCB is faulty. 7 7 7-11 7-11Error Code > Error Code > Error Code Details > E000 to E5F6 Error Code > Error Code > Error Code Details > E000 to E5F6E CodeDetail CodeLocation Item Description,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:02; Title:Rear aligning plate home position error
107,2026-02-02,Canon iRA 4051,E537-8002,The aligning plate does not return to aligning plate rear home position sensor when the alignment plate rear motor has been driven for 4 seconds.,System Error,System,1. The aligning plate rear home position sensor (PI107) is faulty.; 2. The wiring between the finisher controller PCB and aligning plate rear motor is faulty.; 3. The rear aligning plate is faulty.; 4. The rear aligning plate motor (M104) is faulty.; 5. The finisher controller PCB is faulty.,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:02; Title:Rear aligning plate home position error
108,2026-02-02,Canon iRA 4051,E540-0001,"Unable to complete the operation even after the specified period of time during initial rotation. When the Motor remains in the same area for the specified period of time and the same symptom occurs again after the first retry, it is detected as an error.",Motor,Motor,1. Check if the Motor (M11) Connector is physically removed.; 2. Check if the Motor failure occurs.; 3. Check if the Stack Tray Clock Sensor (S14) Connector is physically removed.; 4. Check if the Stack Tray Clock Sensor (S14) failure occurs.,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:02; Title:Tray Lift Motor timeout error (Inner Finisher)
109,2026-02-02,Canon iRA 4051,E540-0005,"At initial rotation, when the Tray Lift Motor rotates and clock input is not detected within the specified period of time, it is detected as an error if the same symptom occurs again after the first retry.",Motor,Motor,1. Check if the Motor (M11) Connector is physically removed.; 2. Check if the Motor failure occurs.; 3. Check if the Stack Tray Clock Sensor (S14) Connector is physically removed.; 4. Check if the Stack Tray Clock Sensor (S14) failure occurs.,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:02; Title:Tray Lift Motor clock error (Inner Finisher)
110,2026-02-02,Canon iRA 4051,E540-8001,If the tray does not return to home position when the tray 1 shift motor is driven for 25 seconds.If the tray does not move to other area when tray 1 shift motor is driven for 5 seconds.,System Error,System,1. The tray 1 shift area sensor PCB is faulty.; 2. The wiring between the finisher controller PCB and tray 1 shift motor is faulty.3. The tray up/down mechanism is faulty.; 4. The tray 1 shift motor (M107) is faulty.; 5. The finisher controller PCB is faulty.E CodeDetail CodeLocation Item Description,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:02; Title:Tray 1 time out error (Staple/Booklet Finisher)
111,2026-02-02,Canon iRA 4051,E540-8002,The dangerous area is reached before the tray 1 paper surface sensor detects paper surface during the paper surface detection operation.A discontinuous area is detected during tray operation.,System Error,System,1. The tray 1 shift area sensor PCB is faulty.; 2. The wiring between the finisher controller PCB and tray 1 shift motor is faulty.; 3. The tray up/down mechanism is faulty.; 4. The tray 1 shift motor (M107) is faulty.; 5. The finisher controller PCB is faulty.,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:02; Title:Tray 1 shift area error
